CLASS		# OF HANDS		CLASS NAME
KKQQA		1350		Kings and Queens
KKQQJ		1350		Kings and Queens
KKQQT		1350		Kings and Queens
KKQQ9		1350		Kings and Queens
KKQQ8		1350		Kings and Queens
KKQQ7		1350		Kings and Queens
KKQQ6		1350		Kings and Queens
KKJJA		1350		Kings and Jacks
KKJJQ		1350		Kings and Jacks
KKJJT		1350		Kings and Jacks
KKJJ9		1350		Kings and Jacks
KKJJ8		1350		Kings and Jacks
KKJJ7		1350		Kings and Jacks
KKJJ6		1350		Kings and Jacks
KKTTA		1350		Kings and Tens
KKTTQ		1350		Kings and Tens
KKTTJ		1350		Kings and Tens
KKTT9		1350		Kings and Tens
KKTT8		1350		Kings and Tens
KKTT7		1350		Kings and Tens
KKTT6		1350		Kings and Tens
KK99A		1350		Kings and Nines
KK99Q		1350		Kings and Nines
KK99J		1350		Kings and Nines
KK99T		1350		Kings and Nines
KK998		1350		Kings and Nines
KK997		1350		Kings and Nines
KK996		1350		Kings and Nines
KK88A		1350		Kings and Eights
KK88Q		1350		Kings and Eights
KK88J		1350		Kings and Eights
KK88T		1350		Kings and Eights
KK889		1350		Kings and Eights
KK887		1350		Kings and Eights
KK886		1350		Kings and Eights
KK77A		1350		Kings and Sevens
KK77Q		1350		Kings and Sevens
KK77J		1350		Kings and Sevens
KK77T		1350		Kings and Sevens
KK779		1350		Kings and Sevens
KK778		1350		Kings and Sevens
KK776		1350		Kings and Sevens
KK66A		1350		Kings and Sixes
KK66Q		1350		Kings and Sixes
KK66J		1350		Kings and Sixes
KK66T		1350		Kings and Sixes
KK669		1350		Kings and Sixes
KK668		1350		Kings and Sixes
KK667		1350		Kings and Sixes
QQJJA		1350		Queens and Jacks
QQJJK		1350		Queens and Jacks
QQJJT		1350		Queens and Jacks
QQJJ9		1350		Queens and Jacks
QQJJ8		1350		Queens and Jacks
QQJJ7		1350		Queens and Jacks
QQJJ6		1350		Queens and Jacks
QQTTA		1350		Queens and Tens
QQTTK		1350		Queens and Tens
QQTTJ		1350		Queens and Tens
QQTT9		1350		Queens and Tens
QQTT8		1350		Queens and Tens
QQTT7		1350		Queens and Tens
QQTT6		1350		Queens and Tens
QQ99A		1350		Queens and Nines
QQ99K		1350		Queens and Nines
QQ99J		1350		Queens and Nines
QQ99T		1350		Queens and Nines
QQ998		1350		Queens and Nines
QQ997		1350		Queens and Nines
QQ996		1350		Queens and Nines
QQ88A		1350		Queens and Eights
QQ88K		1350		Queens and Eights
QQ88J		1350		Queens and Eights
QQ88T		1350		Queens and Eights
QQ889		1350		Queens and Eights
QQ887		1350		Queens and Eights
QQ886		1350		Queens and Eights
QQ77A		1350		Queens and Sevens
QQ77K		1350		Queens and Sevens
QQ77J		1350		Queens and Sevens
QQ77T		1350		Queens and Sevens
QQ779		1350		Queens and Sevens
QQ778		1350		Queens and Sevens
QQ776		1350		Queens and Sevens
QQ66A		1350		Queens and Sixes
QQ66K		1350		Queens and Sixes
QQ66J		1350		Queens and Sixes
QQ66T		1350		Queens and Sixes
QQ669		1350		Queens and Sixes
QQ668		1350		Queens and Sixes
QQ667		1350		Queens and Sixes
JJTTA		1350		Jacks and Tens
JJTTK		1350		Jacks and Tens
JJTTQ		1350		Jacks and Tens
JJTT9		1350		Jacks and Tens
JJTT8		1350		Jacks and Tens
JJTT7		1350		Jacks and Tens
JJTT6		1350		Jacks and Tens
JJ99A		1350		Jacks and Nines
JJ99K		1350		Jacks and Nines
JJ99Q		1350		Jacks and Nines
JJ99T		1350		Jacks and Nines
JJ998		1350		Jacks and Nines
JJ997		1350		Jacks and Nines
JJ996		1350		Jacks and Nines
JJ88A		1350		Jacks and Eights
JJ88K		1350		Jacks and Eights
JJ88Q		1350		Jacks and Eights
JJ88T		1350		Jacks and Eights
JJ889		1350		Jacks and Eights
JJ887		1350		Jacks and Eights
JJ886		1350		Jacks and Eights
JJ77A		1350		Jacks and Sevens
JJ77K		1350		Jacks and Sevens
JJ77Q		1350		Jacks and Sevens
JJ77T		1350		Jacks and Sevens
JJ779		1350		Jacks and Sevens
JJ778		1350		Jacks and Sevens
JJ776		1350		Jacks and Sevens
JJ66A		1350		Jacks and Sixes
JJ66K		1350		Jacks and Sixes
JJ66Q		1350		Jacks and Sixes
JJ66T		1350		Jacks and Sixes
JJ669		1350		Jacks and Sixes
JJ668		1350		Jacks and Sixes
JJ667		1350		Jacks and Sixes
TT99A		1350		Tens and Nines
TT99K		1350		Tens and Nines
TT99Q		1350		Tens and Nines
TT99J		1350		Tens and Nines
TT998		1350		Tens and Nines
TT997		1350		Tens and Nines
TT996		1350		Tens and Nines
TT88A		1350		Tens and Eights
TT88K		1350		Tens and Eights
TT88Q		1350		Tens and Eights
TT88J		1350		Tens and Eights
TT889		1350		Tens and Eights
TT887		1350		Tens and Eights
TT886		1350		Tens and Eights
TT77A		1350		Tens and Sevens
TT77K		1350		Tens and Sevens
TT77Q		1350		Tens and Sevens
TT77J		1350		Tens and Sevens
TT779		1350		Tens and Sevens
TT778		1350		Tens and Sevens
TT776		1350		Tens and Sevens
TT66A		1350		Tens and Sixes
TT66K		1350		Tens and Sixes
TT66Q		1350		Tens and Sixes
TT66J		1350		Tens and Sixes
TT669		1350		Tens and Sixes
TT668		1350		Tens and Sixes
TT667		1350		Tens and Sixes
9988A		1350		Nines and Eights
9988K		1350		Nines and Eights
9988Q		1350		Nines and Eights
9988J		1350		Nines and Eights
9988T		1350		Nines and Eights
99887		1350		Nines and Eights
99886		1350		Nines and Eights
9977A		1350		Nines and Sevens
9977K		1350		Nines and Sevens
9977Q		1350		Nines and Sevens
9977J		1350		Nines and Sevens
9977T		1350		Nines and Sevens
99778		1350		Nines and Sevens
99776		1350		Nines and Sevens
9966A		1350		Nines and Sixes
9966K		1350		Nines and Sixes
9966Q		1350		Nines and Sixes
9966J		1350		Nines and Sixes
9966T		1350		Nines and Sixes
99668		1350		Nines and Sixes
99667		1350		Nines and Sixes
8877A		1350		Eights and Sevens
8877K		1350		Eights and Sevens
8877Q		1350		Eights and Sevens
8877J		1350		Eights and Sevens
8877T		1350		Eights and Sevens
88779		1350		Eights and Sevens
88776		1350		Eights and Sevens
8866A		1350		Eights and Sixes
8866K		1350		Eights and Sixes
8866Q		1350		Eights and Sixes
8866J		1350		Eights and Sixes
8866T		1350		Eights and Sixes
88669		1350		Eights and Sixes
88667		1350		Eights and Sixes
7766A		1350		Sevens and Sixes
7766K		1350		Sevens and Sixes
7766Q		1350		Sevens and Sixes
7766J		1350		Sevens and Sixes
7766T		1350		Sevens and Sixes
77669		1350		Sevens and Sixes
77668		1350		Sevens and Sixes
AAKQJ		3210		Pair of Aces
AAKQT		3210		Pair of Aces
AAKQ9		3210		Pair of Aces
AAKQ8		3210		Pair of Aces
AAKQ7		3210		Pair of Aces
AAKQ6		3210		Pair of Aces
AAKJT		3210		Pair of Aces
AAKJ9		3210		Pair of Aces
AAKJ8		3210		Pair of Aces
AAKJ7		3210		Pair of Aces
AAKJ6		3210		Pair of Aces
AAKT9		3210		Pair of Aces
AAKT8		3210		Pair of Aces
AAKT7		3210		Pair of Aces
AAKT6		3210		Pair of Aces
AAK98		3210		Pair of Aces
AAK97		3210		Pair of Aces
AAK96		3210		Pair of Aces
AAK87		3210		Pair of Aces
AAK86		3210		Pair of Aces
AAK76		3210		Pair of Aces
AAQJT		3210		Pair of Aces
AAQJ9		3210		Pair of Aces
AAQJ8		3210		Pair of Aces
AAQJ7		3210		Pair of Aces
AAQJ6		3210		Pair of Aces
AAQT9		3210		Pair of Aces
AAQT8		3210		Pair of Aces
AAQT7		3210		Pair of Aces
AAQT6		3210		Pair of Aces
AAQ98		3210		Pair of Aces
AAQ97		3210		Pair of Aces
AAQ96		3210		Pair of Aces
AAQ87		3210		Pair of Aces
AAQ86		3210		Pair of Aces
AAQ76		3210		Pair of Aces
AAJT9		3210		Pair of Aces
AAJT8		3210		Pair of Aces
AAJT7		3210		Pair of Aces
AAJT6		3210		Pair of Aces
AAJ98		3210		Pair of Aces
AAJ97		3210		Pair of Aces
AAJ96		3210		Pair of Aces
AAJ87		3210		Pair of Aces
AAJ86		3210		Pair of Aces
AAJ76		3210		Pair of Aces
AAT98		3210		Pair of Aces
AAT97		3210		Pair of Aces
AAT96		3210		Pair of Aces
AAT87		3210		Pair of Aces
AAT86		3210		Pair of Aces
AAT76		3210		Pair of Aces
AA987		3210		Pair of Aces
AA986		3210		Pair of Aces
AA976		3210		Pair of Aces
AA876		3210		Pair of Aces
KKAQJ		3210		Pair of Kings
KKAQT		3210		Pair of Kings
KKAQ9		3210		Pair of Kings
KKAQ8		3210		Pair of Kings
KKAQ7		3210		Pair of Kings
KKAQ6		3210		Pair of Kings
KKAJT		3210		Pair of Kings
KKAJ9		3210		Pair of Kings
KKAJ8		3210		Pair of Kings
KKAJ7		3210		Pair of Kings
KKAJ6		3210		Pair of Kings
KKAT9		3210		Pair of Kings
KKAT8		3210		Pair of Kings
KKAT7		3210		Pair of Kings
KKAT6		3210		Pair of Kings
KKA98		3210		Pair of Kings
KKA97		3210		Pair of Kings
KKA96		3210		Pair of Kings
KKA87		3210		Pair of Kings
KKA86		3210		Pair of Kings
KKA76		3210		Pair of Kings
KKQJT		3210		Pair of Kings
KKQJ9		3210		Pair of Kings
KKQJ8		3210		Pair of Kings
KKQJ7		3210		Pair of Kings
KKQJ6		3210		Pair of Kings
KKQT9		3210		Pair of Kings
KKQT8		3210		Pair of Kings
KKQT7		3210		Pair of Kings
KKQT6		3210		Pair of Kings
KKQ98		3210		Pair of Kings
KKQ97		3210		Pair of Kings
KKQ96		3210		Pair of Kings
KKQ87		3210		Pair of Kings
KKQ86		3210		Pair of Kings
KKQ76		3210		Pair of Kings
KKJT9		3210		Pair of Kings
KKJT8		3210		Pair of Kings
KKJT7		3210		Pair of Kings
KKJT6		3210		Pair of Kings
KKJ98		3210		Pair of Kings
KKJ97		3210		Pair of Kings
KKJ96		3210		Pair of Kings
KKJ87		3210		Pair of Kings
KKJ86		3210		Pair of Kings
KKJ76		3210		Pair of Kings
KKT98		3210		Pair of Kings
KKT97		3210		Pair of Kings
KKT96		3210		Pair of Kings
KKT87		3210		Pair of Kings
KKT86		3210		Pair of Kings
KKT76		3210		Pair of Kings
KK987		3210		Pair of Kings
KK986		3210		Pair of Kings
KK976		3210		Pair of Kings
KK876		3210		Pair of Kings
QQAKJ		3210		Pair of Queens
QQAKT		3210		Pair of Queens
QQAK9		3210		Pair of Queens
QQAK8		3210		Pair of Queens
QQAK7		3210		Pair of Queens
QQAK6		3210		Pair of Queens
QQAJT		3210		Pair of Queens
QQAJ9		3210		Pair of Queens
QQAJ8		3210		Pair of Queens
QQAJ7		3210		Pair of Queens
QQAJ6		3210		Pair of Queens
QQAT9		3210		Pair of Queens
QQAT8		3210		Pair of Queens
QQAT7		3210		Pair of Queens
QQAT6		3210		Pair of Queens
QQA98		3210		Pair of Queens
QQA97		3210		Pair of Queens
QQA96		3210		Pair of Queens
QQA87		3210		Pair of Queens
QQA86		3210		Pair of Queens
QQA76		3210		Pair of Queens
QQKJT		3210		Pair of Queens
QQKJ9		3210		Pair of Queens
QQKJ8		3210		Pair of Queens
QQKJ7		3210		Pair of Queens
QQKJ6		3210		Pair of Queens
QQKT9		3210		Pair of Queens
QQKT8		3210		Pair of Queens
QQKT7		3210		Pair of Queens
QQKT6		3210		Pair of Queens
QQK98		3210		Pair of Queens
QQK97		3210		Pair of Queens
QQK96		3210		Pair of Queens
QQK87		3210		Pair of Queens
QQK86		3210		Pair of Queens
QQK76		3210		Pair of Queens
QQJT9		3210		Pair of Queens
QQJT8		3210		Pair of Queens
QQJT7		3210		Pair of Queens
QQJT6		3210		Pair of Queens
QQJ98		3210		Pair of Queens
QQJ97		3210		Pair of Queens
QQJ96		3210		Pair of Queens
QQJ87		3210		Pair of Queens
QQJ86		3210		Pair of Queens
QQJ76		3210		Pair of Queens
QQT98		3210		Pair of Queens
QQT97		3210		Pair of Queens
QQT96		3210		Pair of Queens
QQT87		3210		Pair of Queens
QQT86		3210		Pair of Queens
QQT76		3210		Pair of Queens
QQ987		3210		Pair of Queens
QQ986		3210		Pair of Queens
QQ976		3210		Pair of Queens
QQ876		3210		Pair of Queens
JJAKQ		3210		Pair of Jacks
JJAKT		3210		Pair of Jacks
JJAK9		3210		Pair of Jacks
JJAK8		3210		Pair of Jacks
JJAK7		3210		Pair of Jacks
JJAK6		3210		Pair of Jacks
JJAQT		3210		Pair of Jacks
JJAQ9		3210		Pair of Jacks
JJAQ8		3210		Pair of Jacks
JJAQ7		3210		Pair of Jacks
JJAQ6		3210		Pair of Jacks
JJAT9		3210		Pair of Jacks
JJAT8		3210		Pair of Jacks
JJAT7		3210		Pair of Jacks
JJAT6		3210		Pair of Jacks
JJA98		3210		Pair of Jacks
JJA97		3210		Pair of Jacks
JJA96		3210		Pair of Jacks
JJA87		3210		Pair of Jacks
JJA86		3210		Pair of Jacks
JJA76		3210		Pair of Jacks
JJKQT		3210		Pair of Jacks
JJKQ9		3210		Pair of Jacks
JJKQ8		3210		Pair of Jacks
JJKQ7		3210		Pair of Jacks
JJKQ6		3210		Pair of Jacks
JJKT9		3210		Pair of Jacks
JJKT8		3210		Pair of Jacks
JJKT7		3210		Pair of Jacks
JJKT6		3210		Pair of Jacks
JJK98		3210		Pair of Jacks
JJK97		3210		Pair of Jacks
JJK96		3210		Pair of Jacks
JJK87		3210		Pair of Jacks
JJK86		3210		Pair of Jacks
JJK76		3210		Pair of Jacks
JJQT9		3210		Pair of Jacks
JJQT8		3210		Pair of Jacks
JJQT7		3210		Pair of Jacks
JJQT6		3210		Pair of Jacks
JJQ98		3210		Pair of Jacks
JJQ97		3210		Pair of Jacks
JJQ96		3210		Pair of Jacks
JJQ87		3210		Pair of Jacks
JJQ86		3210		Pair of Jacks
JJQ76		3210		Pair of Jacks
JJT98		3210		Pair of Jacks
JJT97		3210		Pair of Jacks
JJT96		3210		Pair of Jacks
JJT87		3210		Pair of Jacks
JJT86		3210		Pair of Jacks
JJT76		3210		Pair of Jacks
JJ987		3210		Pair of Jacks
JJ986		3210		Pair of Jacks
JJ976		3210		Pair of Jacks
JJ876		3210		Pair of Jacks
TTAKQ		3210		Pair of Tens
TTAKJ		3210		Pair of Tens
TTAK9		3210		Pair of Tens
TTAK8		3210		Pair of Tens
TTAK7		3210		Pair of Tens
TTAK6		3210		Pair of Tens
TTAQJ		3210		Pair of Tens
TTAQ9		3210		Pair of Tens
TTAQ8		3210		Pair of Tens
TTAQ7		3210		Pair of Tens
TTAQ6		3210		Pair of Tens
TTAJ9		3210		Pair of Tens
TTAJ8		3210		Pair of Tens
TTAJ7		3210		Pair of Tens
TTAJ6		3210		Pair of Tens
TTA98		3210		Pair of Tens
TTA97		3210		Pair of Tens
TTA96		3210		Pair of Tens
TTA87		3210		Pair of Tens
TTA86		3210		Pair of Tens
TTA76		3210		Pair of Tens
TTKQJ		3210		Pair of Tens
TTKQ9		3210		Pair of Tens
TTKQ8		3210		Pair of Tens
TTKQ7		3210		Pair of Tens
TTKQ6		3210		Pair of Tens
TTKJ9		3210		Pair of Tens
TTKJ8		3210		Pair of Tens
TTKJ7		3210		Pair of Tens
TTKJ6		3210		Pair of Tens
TTK98		3210		Pair of Tens
TTK97		3210		Pair of Tens
TTK96		3210		Pair of Tens
TTK87		3210		Pair of Tens
TTK86		3210		Pair of Tens
TTK76		3210		Pair of Tens
TTQJ9		3210		Pair of Tens
TTQJ8		3210		Pair of Tens
TTQJ7		3210		Pair of Tens
TTQJ6		3210		Pair of Tens
TTQ98		3210		Pair of Tens
TTQ97		3210		Pair of Tens
TTQ96		3210		Pair of Tens
TTQ87		3210		Pair of Tens
TTQ86		3210		Pair of Tens
TTQ76		3210		Pair of Tens
TTJ98		3210		Pair of Tens
TTJ97		3210		Pair of Tens
TTJ96		3210		Pair of Tens
TTJ87		3210		Pair of Tens
TTJ86		3210		Pair of Tens
TTJ76		3210		Pair of Tens
TT987		3210		Pair of Tens
TT986		3210		Pair of Tens
TT976		3210		Pair of Tens
TT876		3210		Pair of Tens
99AKQ		3210		Pair of Nines
99AKJ		3210		Pair of Nines
99AKT		3210		Pair of Nines
99AK8		3210		Pair of Nines
99AK7		3210		Pair of Nines
99AK6		3210		Pair of Nines
99AQJ		3210		Pair of Nines
99AQT		3210		Pair of Nines
99AQ8		3210		Pair of Nines
99AQ7		3210		Pair of Nines
99AQ6		3210		Pair of Nines
99AJT		3210		Pair of Nines
99AJ8		3210		Pair of Nines
99AJ7		3210		Pair of Nines
99AJ6		3210		Pair of Nines
99AT8		3210		Pair of Nines
99AT7		3210		Pair of Nines
99AT6		3210		Pair of Nines
99A87		3210		Pair of Nines
99A86		3210		Pair of Nines
99A76		3210		Pair of Nines
99KQJ		3210		Pair of Nines
99KQT		3210		Pair of Nines
99KQ8		3210		Pair of Nines
99KQ7		3210		Pair of Nines
99KQ6		3210		Pair of Nines
99KJT		3210		Pair of Nines
99KJ8		3210		Pair of Nines
99KJ7		3210		Pair of Nines
99KJ6		3210		Pair of Nines
99KT8		3210		Pair of Nines
99KT7		3210		Pair of Nines
99KT6		3210		Pair of Nines
99K87		3210		Pair of Nines
99K86		3210		Pair of Nines
99K76		3210		Pair of Nines
99QJT		3210		Pair of Nines
99QJ8		3210		Pair of Nines
99QJ7		3210		Pair of Nines
99QJ6		3210		Pair of Nines
99QT8		3210		Pair of Nines
99QT7		3210		Pair of Nines
99QT6		3210		Pair of Nines
99Q87		3210		Pair of Nines
99Q86		3210		Pair of Nines
99Q76		3210		Pair of Nines
99JT8		3210		Pair of Nines
99JT7		3210		Pair of Nines
99JT6		3210		Pair of Nines
99J87		3210		Pair of Nines
99J86		3210		Pair of Nines
99J76		3210		Pair of Nines
99T87		3210		Pair of Nines
99T86		3210		Pair of Nines
99T76		3210		Pair of Nines
99876		3210		Pair of Nines
88AKQ		3210		Pair of Eights
88AKJ		3210		Pair of Eights
88AKT		3210		Pair of Eights
88AK9		3210		Pair of Eights
88AK7		3210		Pair of Eights
88AK6		3210		Pair of Eights
88AQJ		3210		Pair of Eights
88AQT		3210		Pair of Eights
88AQ9		3210		Pair of Eights
88AQ7		3210		Pair of Eights
88AQ6		3210		Pair of Eights
88AJT		3210		Pair of Eights
88AJ9		3210		Pair of Eights
88AJ7		3210		Pair of Eights
88AJ6		3210		Pair of Eights
88AT9		3210		Pair of Eights
88AT7		3210		Pair of Eights
88AT6		3210		Pair of Eights
88A97		3210		Pair of Eights
88A96		3210		Pair of Eights
88A76		3210		Pair of Eights
88KQJ		3210		Pair of Eights
88KQT		3210		Pair of Eights
88KQ9		3210		Pair of Eights
88KQ7		3210		Pair of Eights
88KQ6		3210		Pair of Eights
88KJT		3210		Pair of Eights
88KJ9		3210		Pair of Eights
88KJ7		3210		Pair of Eights
88KJ6		3210		Pair of Eights
88KT9		3210		Pair of Eights
88KT7		3210		Pair of Eights
88KT6		3210		Pair of Eights
88K97		3210		Pair of Eights
88K96		3210		Pair of Eights
88K76		3210		Pair of Eights
88QJT		3210		Pair of Eights
88QJ9		3210		Pair of Eights
88QJ7		3210		Pair of Eights
88QJ6		3210		Pair of Eights
88QT9		3210		Pair of Eights
88QT7		3210		Pair of Eights
88QT6		3210		Pair of Eights
88Q97		3210		Pair of Eights
88Q96		3210		Pair of Eights
88Q76		3210		Pair of Eights
88JT9		3210		Pair of Eights
88JT7		3210		Pair of Eights
88JT6		3210		Pair of Eights
88J97		3210		Pair of Eights
88J96		3210		Pair of Eights
88J76		3210		Pair of Eights
88T97		3210		Pair of Eights
88T96		3210		Pair of Eights
88T76		3210		Pair of Eights
88976		3210		Pair of Eights
77AKQ		3210		Pair of Sevens
77AKJ		3210		Pair of Sevens
77AKT		3210		Pair of Sevens
77AK9		3210		Pair of Sevens
77AK8		3210		Pair of Sevens
77AK6		3210		Pair of Sevens
77AQJ		3210		Pair of Sevens
77AQT		3210		Pair of Sevens
77AQ9		3210		Pair of Sevens
77AQ8		3210		Pair of Sevens
77AQ6		3210		Pair of Sevens
77AJT		3210		Pair of Sevens
77AJ9		3210		Pair of Sevens
77AJ8		3210		Pair of Sevens
77AJ6		3210		Pair of Sevens
77AT9		3210		Pair of Sevens
77AT8		3210		Pair of Sevens
77AT6		3210		Pair of Sevens
77A98		3210		Pair of Sevens
77A96		3210		Pair of Sevens
77A86		3210		Pair of Sevens
77KQJ		3210		Pair of Sevens
77KQT		3210		Pair of Sevens
77KQ9		3210		Pair of Sevens
77KQ8		3210		Pair of Sevens
77KQ6		3210		Pair of Sevens
77KJT		3210		Pair of Sevens
77KJ9		3210		Pair of Sevens
77KJ8		3210		Pair of Sevens
77KJ6		3210		Pair of Sevens
77KT9		3210		Pair of Sevens
77KT8		3210		Pair of Sevens
77KT6		3210		Pair of Sevens
77K98		3210		Pair of Sevens
77K96		3210		Pair of Sevens
77K86		3210		Pair of Sevens
77QJT		3210		Pair of Sevens
77QJ9		3210		Pair of Sevens
77QJ8		3210		Pair of Sevens
77QJ6		3210		Pair of Sevens
77QT9		3210		Pair of Sevens
77QT8		3210		Pair of Sevens
77QT6		3210		Pair of Sevens
77Q98		3210		Pair of Sevens
77Q96		3210		Pair of Sevens
77Q86		3210		Pair of Sevens
77JT9		3210		Pair of Sevens
77JT8		3210		Pair of Sevens
77JT6		3210		Pair of Sevens
77J98		3210		Pair of Sevens
77J96		3210		Pair of Sevens
77J86		3210		Pair of Sevens
77T98		3210		Pair of Sevens
77T96		3210		Pair of Sevens
77T86		3210		Pair of Sevens
77986		3210		Pair of Sevens
66AKQ		3210		Pair of Sixes
66AKJ		3210		Pair of Sixes
66AKT		3210		Pair of Sixes
66AK9		3210		Pair of Sixes
66AK8		3210		Pair of Sixes
66AK7		3210		Pair of Sixes
66AQJ		3210		Pair of Sixes
66AQT		3210		Pair of Sixes
66AQ9		3210		Pair of Sixes
66AQ8		3210		Pair of Sixes
66AQ7		3210		Pair of Sixes
66AJT		3210		Pair of Sixes
66AJ9		3210		Pair of Sixes
66AJ8		3210		Pair of Sixes
66AJ7		3210		Pair of Sixes
66AT9		3210		Pair of Sixes
66AT8		3210		Pair of Sixes
66AT7		3210		Pair of Sixes
66A98		3210		Pair of Sixes
66A97		3210		Pair of Sixes
66A87		3210		Pair of Sixes
66KQJ		3210		Pair of Sixes
66KQT		3210		Pair of Sixes
66KQ9		3210		Pair of Sixes
66KQ8		3210		Pair of Sixes
66KQ7		3210		Pair of Sixes
66KJT		3210		Pair of Sixes
66KJ9		3210		Pair of Sixes
66KJ8		3210		Pair of Sixes
66KJ7		3210		Pair of Sixes
66KT9		3210		Pair of Sixes
66KT8		3210		Pair of Sixes
66KT7		3210		Pair of Sixes
66K98		3210		Pair of Sixes
66K97		3210		Pair of Sixes
66K87		3210		Pair of Sixes
66QJT		3210		Pair of Sixes
66QJ9		3210		Pair of Sixes
66QJ8		3210		Pair of Sixes
66QJ7		3210		Pair of Sixes
66QT9		3210		Pair of Sixes
66QT8		3210		Pair of Sixes
66QT7		3210		Pair of Sixes
66Q98		3210		Pair of Sixes
66Q97		3210		Pair of Sixes
66Q87		3210		Pair of Sixes
66JT9		3210		Pair of Sixes
66JT8		3210		Pair of Sixes
66JT7		3210		Pair of Sixes
66J98		3210		Pair of Sixes
66J97		3210		Pair of Sixes
66J87		3210		Pair of Sixes
66T98		3210		Pair of Sixes
66T97		3210		Pair of Sixes
66T87		3210		Pair of Sixes
66987		3210		Pair of Sixes
AKQJ9		7620		Ace-high
AKQJ8		7620		Ace-high
AKQJ7		7620		Ace-high
AKQJ6		7620		Ace-high
AKQT9		7620		Ace-high
AKQT8		7620		Ace-high
AKQT7		7620		Ace-high
AKQT6		7620		Ace-high
AKQ98		7620		Ace-high
AKQ97		7620		Ace-high
AKQ96		7620		Ace-high
AKQ87		7620		Ace-high
AKQ86		7620		Ace-high
AKQ76		7620		Ace-high
AKJT9		7620		Ace-high
AKJT8		7620		Ace-high
AKJT7		7620		Ace-high
AKJT6		7620		Ace-high
AKJ98		7620		Ace-high
AKJ97		7620		Ace-high
AKJ96		7620		Ace-high
AKJ87		7620		Ace-high
AKJ86		7620		Ace-high
AKJ76		7620		Ace-high
AKT98		7620		Ace-high
AKT97		7620		Ace-high
AKT96		7620		Ace-high
AKT87		7620		Ace-high
AKT86		7620		Ace-high
AKT76		7620		Ace-high
AK987		7620		Ace-high
AK986		7620		Ace-high
AK976		7620		Ace-high
AK876		7620		Ace-high
AQJT9		7620		Ace-high
AQJT8		7620		Ace-high
AQJT7		7620		Ace-high
AQJT6		7620		Ace-high
AQJ98		7620		Ace-high
AQJ97		7620		Ace-high
AQJ96		7620		Ace-high
AQJ87		7620		Ace-high
AQJ86		7620		Ace-high
AQJ76		7620		Ace-high
AQT98		7620		Ace-high
AQT97		7620		Ace-high
AQT96		7620		Ace-high
AQT87		7620		Ace-high
AQT86		7620		Ace-high
AQT76		7620		Ace-high
AQ987		7620		Ace-high
AQ986		7620		Ace-high
AQ976		7620		Ace-high
AQ876		7620		Ace-high
AJT98		7620		Ace-high
AJT97		7620		Ace-high
AJT96		7620		Ace-high
AJT87		7620		Ace-high
AJT86		7620		Ace-high
AJT76		7620		Ace-high
AJ987		7620		Ace-high
AJ986		7620		Ace-high
AJ976		7620		Ace-high
AJ876		7620		Ace-high
AT987		7620		Ace-high
AT986		7620		Ace-high
AT976		7620		Ace-high
AT876		7620		Ace-high
KQJT8		7620		King-high
KQJT7		7620		King-high
KQJT6		7620		King-high
KQJ98		7620		King-high
KQJ97		7620		King-high
KQJ96		7620		King-high
KQJ87		7620		King-high
KQJ86		7620		King-high
KQJ76		7620		King-high
KQT98		7620		King-high
KQT97		7620		King-high
KQT96		7620		King-high
KQT87		7620		King-high
KQT86		7620		King-high
KQT76		7620		King-high
KQ987		7620		King-high
KQ986		7620		King-high
KQ976		7620		King-high
KQ876		7620		King-high
KJT98		7620		King-high
KJT97		7620		King-high
KJT96		7620		King-high
KJT87		7620		King-high
KJT86		7620		King-high
KJT76		7620		King-high
KJ987		7620		King-high
KJ986		7620		King-high
KJ976		7620		King-high
KJ876		7620		King-high
KT987		7620		King-high
KT986		7620		King-high
KT976		7620		King-high
KT876		7620		King-high
K9876		7620		King-high
QJT97		7620		Queen-high
QJT96		7620		Queen-high
QJT87		7620		Queen-high
QJT86		7620		Queen-high
QJT76		7620		Queen-high
QJ987		7620		Queen-high
QJ986		7620		Queen-high
QJ976		7620		Queen-high
QJ876		7620		Queen-high
QT987		7620		Queen-high
QT986		7620		Queen-high
QT976		7620		Queen-high
QT876		7620		Queen-high
Q9876		7620		Queen-high
JT986		7620		Jack-high
JT976		7620		Jack-high
JT876		7620		Jack-high
J9876		7620		Jack-high
